1;0;Боруссия Менхенгладбах;Вердер;1;66
0;0;Боруссия-Вер Плеа А;Херрман П;0;0
2;1;Байер Леверкузен;Боруссия Дортмунд;1;14
0;2;Майнц;Вольфсбург;2;65
0;3;Герта;Хоффенхайм;2;33
0;0;Байер-Борусс Бейли Л;Санчо Дж;0;0
0;0;Байер-Борусс Холанд Э;Ройс М;0;0
2;1;Вест Хэм Юн;Вест Бромвич;1;45
2;0;Лестер С;Челси;1;6
2;2;Кадис;Леванте;1;4
2;2;Вальядолид;Эльче;2;9
1;2;Алавес;Севилья;2;3
0;0;Spa. 8 матчей. Хозяева;Гости;0;0
0;2;Мирандес;Райо Вальекано;2;27
1;0;Дерби Каунти;Борнмут;1;32
3;0;Рединг;Ковентри С;1;16
3;3;Ротерхем Юн;Сток С;2;14
1;0;Уотфорд;Барнсли;1;27
0;0;Eng. 11 матчей. Хозяева;Гости;0;0
3;0;Халл Сити;Аккрингтон Стэнли;1;37
2;1;Питерборо Юнайтед;Чарльтон Атлетик;2;14
1;2;Сандерленд;Плимут Аргайл;2;11
1;0;Донкастер Роверс;Рочдейл;1;31
3;1;Милтон-Кинс Донс;Флитвуд Таун;1;4
3;2;Кру Александра;Бристоль Роверс;1;4
4;0;Портсмут;АФК Уимблдон;1;28
1;1;Ферль;Цвиккау;1;2
0;0;Тюркгюджю Мюнхен;Унтерхахинг;0;0
1;1;голы Боруссия Менхенгладбах;Боруссия Дортмунд;0;0
2;0;голы Вольфсбург;Герта;0;0
2;0;голы Севилья;Челси;0;0
0;1;Гавр;Париж;2;8
0;2;Шатору;Аяччо;2;17
1;1;Дюнкерк;Амьен;2;43
0;0;По;Родез;0;0
2;0;Валансьен;Шамбли;1;8
1;0;Осер;Труа;1;57
2;2;Рома;Специя;2;6
2;2;Маастрихт;Эксельсиор Роттердам;2;17
2;1;Витесс;АДО Ден-Хааг;1;25
0;2;Волендам;ПСВ Эйндховен;2;52
0;0;Hol. 8 матчей. Хозяева;Гости;0;0
2;1;Спортинг Лиссабон;Порту;2;79
2;0;Саутгемптон;Шрусбери Т;1;17
1;1;Ройял Эксель-Мускрон;Ваасланд-Беверен;1;89
3;0;Андерлехт;Шарлеруа;1;23
0;0;Bel. 9 матчей. Хозяева;Гости;0;0
2;0;Замбия;Танзания;1;64
2;0;Замбия;Танзания;1;64
3;0;Гвинея;Намибия;1;13
2;2;Спартак Трнава;Скалица;1;28
2;2;Бунедкор;Коканд-1912;1;43
1;1;Дак Лак;Куанг Нинь;2;8
3;0;Сабуртало Тбилиси;Шевардени 1906 Тбилиси;1;4
1;4;Рочедейл Роверс;Серферз Пэрэдайз;2;29
5;1;Пирин Благоевград;Марек Дупница;1;6
0;2;Ахмат-мл.;Форте;2;36
2;1;Сеница;Бланско;2;24
9;1;Лехия Гданьск;Олимпия Грудзендз;1;17
1;1;Кабель Нови Сад;Златибор;2;39
1;2;Сутьеска Никшич;Адрия Подгорица;2;55
2;4;Ружомберок;Дукла Банска-Бистрица;1;5
0;2;Орхус;Митьюлланд;2;39
2;0;Вараждин;Интер Запрешич;1;59
2;2;Заря Луганск;Войводина;1;7
0;2;Олимпия Любляна;Подбескидзе Бельско-Бяла;2;37
3;4;Чайка Песчанокопское;Крылья Советов;2;3
3;1;Ахмат;Арберия;1;7
4;0;Хорсенс;Миддельфарт;1;9
2;0;Фола Эш;Роданге;1;40
0;1;Минерва Пенджаб;Черчилл Бразерс;2;85
2;2;ТРАУ ФК;Мохаммедан;1;2
1;1;Реал Кашмир;Судева Мунлайт;2;62
0;3;Аэронатикал Дэвел Истембл.;Мадрас Инджиниар;2;17
0;3;АДЕ ФК;Мегт энд Сентр;2;2
1;1;Бангалор Дрим Юнайтед;Бангалор Индипендентс;2;66
1;2;Бангладеш Полис ;Башундара Кингз;2;16
0;2;Бразерс Юнион;Абахани Дакка;2;33
1;0;Сэмджер;Гунджур Юнайтед;1;47
0;0;Харрогейт Таун;Эксетер Сити;0;0
1;1;Челтнэм Таун;Ньюпорт Каунти;2;12
1;2;Саутенд Юнайтед;Кембридж Юнайтед;1;27
3;2;Транмир Роверс;Форест Грин Роверс;1;11
1;1;Моркам;Уолсолл;2;37
0;2;Дагенем энд Редбридж;Стокпорт Каунти;2;51
0;1;Истли;Кингс Линн Таун;2;40
3;3;Брэдфорд Парк Авеню;Честер;2;19
0;2;Слау Таун;Эббсфлит Юнайтед;2;30
3;5;Хемел Хемпстед Таун;Оксфорд Сити;1;1
0;2;Мейдстон Юнайтед;Брейнтри Таун;2;18
2;1;Бат Сити;Хавант энд Уотерлувилл;1;8
3;3;Биллерикей Таун;Челмсфорд Сити;1;15
0;1;Сканторп Юнайтед (р);Солфорд Сити (р);2;14
2;1;Кардифф Сити U23;Суонси U23;2;7
1;2;КПР U23;Чарльтон Атлетик U23;2;28
0;3;Барнсли U23;Ноттингем Форест U23;2;3
0;2;Майнц-2;Астория Вальдорф;2;35
1;1;Ален;Пирмазенс;2;2
1;4;Бавария Альценау;Штутгарт-2;2;2
0;0;Хоффенхайм -2;Хомбург;0;0
3;2;Рейкьявик КР;Фьолнир;2;24
1;6;Троттур Рейкьявик;Викингур Рейкьявик;2;13
3;2;Фюлкир;Фрам Рейкьявик;2;2
6;1;Викингур Рейкьявик;Троттур Рейкьявик;1;14
0;1;Рейкьявик ИР;Лейкнир Рейкьявик;2;39
2;2;Беникалап-2 U19;Атлетико Назарет U19;1;36
4;1;Славия Прага;Дукла Прага;1;17
1;0;Замалек;Эль-Гуна;1;10
3;0;Сухаг;Кена;1;45
1;0;Телефонат Бани Суэйф;Бени Суэйф;1;77
2;0;Эль-Аломиниум;Ахли Аль-Моншаа;1;45
3;1;Истерн Компэни;Эль-Марг;2;19
0;0;Эль-Аламейн;Хадайек Аль-Ахрам;0;0
2;0;Мостакбаль Ватан;6 октября Сити;1;8
1;1;Марех;Кахраба Исмаилия;2;14
6;0;Аль-Тайран (ж);Кафр-Саад (ж);1;15
1;1;Хайдарабад;Одиша ФК;1;13
3;0;Могхайер Аль-Сархан;Аль-Ярмук Амман;1;84
2;1;Аль-Кармель;Маншеят Бани Хасан;1;14
0;1;Фулад Хузестан U23;Нафт Омидийе U23;2;77
2;3;Аль-Раед;Аль-Иттифак;1;36
1;2;Аль-Айн;Аль-Иттихад Джидда;2;13
1;1;Аль-Кадисия;Аль-Фатех;1;30
1;1;Аль-Шабаб Эр-Рияд;Аль-Файсали Харма;2;8
3;0;Аль-Ахли Джидда;Абха;1;11
3;1;Аль-Адалх;Арар;2;9
0;1;Аль-Букириях;Аль-Хазм;2;83
0;0;Мамелоди Сандаунз;Блумфонтейн Селтик;0;0
3;0;Кайзер Чифс;Тшакума Тша Мадзивхадила;1;19
0;4;Хусто Хосе де Уркиса;Сан Телмо;2;12
4;0;Палмейрас СП;Коринтианс СП;1;34
0;3;Гойяс;Фламенго РЖ;2;42
0;0;Бразил де Пелотас;Америка Минейро;0;0
5;0;Бостон Ривер;Депортиво Мальдонадо;1;3
1;0;Хувентуд;Суд Америка;1;7
1;3;Аудакс Итальяно;Унион Ла Калера;2;16
3;1;Антофагаста;Икике;2;22
4;1;Уачипато;Унион Эспаньола;1;16
0;2;Аль-Шорта;Аль-Ахли Хартум;2;43
0;2;Меррейх Эль-Фашер;Хай Аль-Араб;2;61
1;4;Себета Кетема;Бахир Дар Кенема;1;43
1;0;Кедуш Гиоргис;Волаита Дича;1;83
1;0;Ст. Джордж;Волаита Дича;1;83
2;1;Виктория (ж);Депортиво Ла-Корунья-2 (ж);1;11
2;1;Америка (ж);Хуарес (ж);1;24
1;2;Пачука (ж);Сантос Лагуна (ж);2;23
5;0;Монтеррей (ж);Некакса (ж);1;7
0;1;Тихуана (ж);Толука (ж);2;15
4;0;США (ж);Колумбия (ж);1;4
1;1;Виченца;Кьево;1;45
0;1;Волунтари;УТА Арад;2;90
2;2;Виторул Констанца;ФКСБ;1;18
4;0;Гезтепе;Генчлербирлиги;1;25
2;0;Кайсериспор;Истанбул Башакшехир;1;42
3;1;Трабзонспор;Коньяспор;1;22
0;0;Tur. 10 матчей. Хозяева;Гости;0;0
1;1;Истра 1961 Пула;Горица ХНК;1;57
0;2;Динамо Загреб;Риека;2;66
0;1;Сентрал Кост Маринерс;Вестерн Сидней;2;83
0;3;Аль-Вакра;Аль-Райян;2;45
1;1;Катар СК;Аль-Духаиль;1;21
0;0;Умм-Салаль;Аль-Араби Доха;0;0
1;2;Аль-Мхрам;Джрамана;1;8
1;1;Морек;Шорта Хама;1;28
0;1;Кара;Аль-Маджд;2;90
0;0;Леон;Пачука;0;0
6;3;Черные коты;Красные Маки;1;5
4;2;Черные коты;Белые розы;2;2
6;3;Красные Маки;Белые розы;2;1
2;5;Красные Маки;Черные коты;2;16
5;4;Белые розы;Черные коты;2;2
6;2;Белые розы;Красные Маки;1;5
5;6;Синие Птицы;Желтые Тюльпаны;2;3
3;0;Синие Птицы;Зеленые Береты;1;15
4;0;Желтые Тюльпаны;Зеленые Береты;1;9
0;3;Желтые Тюльпаны;Синие Птицы;2;5
1;3;Зеленые Береты;Синие Птицы;1;3
4;7;Зеленые Береты;Желтые Тюльпаны;2;1
4;2;Синие Птицы;Желтые Тюльпаны;1;2
4;6;Синие Птицы;Зеленые Береты;2;9
6;2;Желтые Тюльпаны;Зеленые Береты;1;2
0;5;Фрозиноне U19;СПАЛ 2013 U19;2;38
1;1;Бромли;Уокинг;1;49
0;4;Борхэм Вуд;Торки Юнайтед;2;51
1;2;Галифакс Таун;Саутпорт;2;10
3;2;Олдершот;Солихалл Мурс;1;30
0;2;Стамфорд;Херефорд;2;11
0;3;Кеттеринг Таун;Лемингтон;2;9
1;2;Мобл Мохташам;Сепидруд Решт;2;35
3;1;Огаб Тегеран;Шахрдари Махшехр;1;45
0;1;Нафт Гачсаран;Омид Генавех;2;74
