0;0;Eng. 3 матча. Хозяева;Гости;0;0
0;0;Брайтон;Ньюкасл Юн;0;0
0;1;Шеффилд Юн;Эвертон;2;46
2;0;Вулверхэмптон;Кристал Пэлас;1;41
0;0;Шеффилд-Эвер Макберни О;Калверт-Льюин Д;0;0
0;1;Шеффилд-Эвер Макголдрик Д;Ришарлисон де Андре;0;0
0;0;Вулверх-Кр.П Траоре А;Заа В;0;0
2;1;Ювентус;Лацио;1;51
2;1;Ювент-Лацио Роналду К;Иммобиле Ч;0;0
2;4;Зеленые Береты;Красные Маки;2;6
4;3;Зеленые Береты;Белые розы;1;7
4;3;Красные Маки;Белые розы;1;8
3;4;Красные Маки;Зеленые Береты;2;1
3;3;Рыжие лисы;Синие Птицы;1;6
2;4;Рыжие лисы;Желтые Тюльпаны;1;6
2;3;Синие Птицы;Желтые Тюльпаны;1;6
1;1;Синие Птицы;Рыжие лисы;1;9
0;3;Желтые Тюльпаны;Рыжие лисы;2;10
1;3;Желтые Тюльпаны;Синие Птицы;2;16
3;3;Рыжие лисы;Синие Птицы;2;4
2;8;Рыжие лисы;Желтые Тюльпаны;2;2
4;7;Синие Птицы;Желтые Тюльпаны;2;1
0;0;Por. 3 матча. Хозяева;Гости;0;0
2;1;Пасуш-Феррейра;Портимоненше;1;7
1;0;Тондела;Брага;1;74
6;1;Порту;Морейренше;1;4
2;0;Алькоркон;Жирона;1;56
0;0;Альмерия;Малага;0;0
0;1;Кадис;Альбасете;2;90
2;1;Эльче;Овьедо;1;24
5;1;Лас-Пальмас;Эстремадура;1;14
2;1;Луго;Мирандес;2;45
2;1;Нумансия;Тенерифе;1;11
0;0;Spa. 11 матчей. Хозяева;Гости;0;0
1;2;Расинг Сантандер;Райо Вальекано;1;44
0;1;Спортинг Хихон;Уэска;2;73
2;1;Сарагоса;Понферрадина;1;35
2;2;Люнгбю;Хобро;2;8
1;2;Торпедо Жодино (р);Динамо Минск (р);2;45
1;2;Торпедо Жодино (р);Динамо Минск (р);2;45
0;5;Ессентуки;Спартак Нальчик;2;16
0;6;СВ Брилон;Мойзелвиц;2;19
0;2;Сочи-мол;Чайка Песчанокопское;2;37
2;4;Леденицен;Ст. Якоб Рос;2;18
0;1;Металац Горни Милановац;Црвена Звезда;2;90
3;1;Пелистер;Вардари Форино;1;5
5;1;Балтика Калининград;Динамо-2 Москва;2;7
2;1;Крус Асуль;Гвадалахара;2;48
1;1;Флориана;Хибернианс;2;17
2;1;Балтика;Иртыш Омск;1;51
3;1;Чертаново;Долгопрудный ФК;1;2
1;1;Шинник;Сатурн;2;17
3;0;Чертаново;ФК Рязань;1;13
0;0;Ансан Гринерс;Кеннам;0;0
2;1;РУП Белоруснефть-Особино;КЖУП Ветковское;2;25
1;2;Арагви Душети;Шукура Кобулети;2;18
0;3;Металлург Рустави;Гагра;2;4
2;2;Сифорд Рок Юнайтед;Портмарнок ФК;1;75
4;1;Килнаманаг;Драмкондра;1;3
1;0;Фрам Рейкьявик U19;КР/КВ Рейкьявик U19;1;20
1;7;Селфосс U19;ХК/Имир U19;2;6
2;1;Дайнава-2;Жальгирис Вильнюс-3;2;41
3;1;Витис Вильнюс;Утенис;2;41
3;2;Ерв Гримстад;Хамаркамератене;2;45
0;1;Конгсвингер;Гроруд;2;69
0;1;Лиллестрем;Стьордалс-Блинк;2;33
4;4;Эйгарден;Рауфосс;1;1
0;2;Сондаль;Санднес;2;51
0;3;Строммен;Осане;2;36
1;1;Улленсакер/Киса;КФУМ Осло;2;16
3;2;Ерв Гримстад;Хамаркамератене;2;45
0;4;Русенборг-2;Вард Хогесунд;2;16
1;1;Одд-БК-2;Аскер;2;66
6;0;Браттваг;Волеренга-2;1;14
1;1;Политехника Яссы;Виторул Констанца;1;17
0;2;Миовени;УТА Арад;2;4
2;0;СФЦ Копанка;Индивидуалс тим ТТ;1;11
5;1;Легия Трнава;Фински уток;1;18
1;3;Хекимоглу Трабзон;Санкактепе;2;57
3;0;Маниса ББ;Инегольспор;1;6
2;1;Анкара-Демирспор;Сакарьяспор;1;29
0;1;Кастамону;Тузласпор;2;61
0;0;Оболонь-Бровар Киев;Рух Львов;0;0
2;6;Моравия Брно;КМК Динамо Брно;1;4
4;1;ФК Чочки;ПКВ Старс;1;23
5;1;Лос Арбитрос Б;ТЙ Ротор Маджента;1;3
1;1;Хаммарбю;Гетеборг;1;69
3;1;Эребру;Мьяльбю;2;6
2;0;Акрополис;Вестерос;1;30
0;2;Чикаго Файр;Сан-Хосе;2;56
3;0;Сиэтл;Ванкувер;1;16
0;1;Интер Майами;Нью-Йорк С;2;64
1;2;Чарльстон;Бирмингем Леджион;2;12
1;0;Сакраменто Репаблик;Рено 1868;1;90
0;1;Сан-Диего Лоялс;Лос-Анджелес Гэлакси-2;2;71
1;1;Рио-Гранде Торос;Сан Антонио ФК;2;3
2;2;Кхукх Чононууд;Алдарин Дайчид;2;2
2;3;Строитель-2;Патриот Минск;2;7
2;2;ФКД Солянка;Торнадо Минск;1;3
1;4;Третий тайм;МНК;2;4
1;2;Юнити Минск;Юркас Минск;2;37
2;1;Белые розы;Зеленые Береты;2;9
2;4;Белые розы;Красные Маки;2;11
2;8;Рыжие лисы;Желтые Тюльпаны;2;9
0;1;Хафнарфьордур ФХ (ж);Вестманнаэйяр (ж);2;24
2;1;Фюлкир Рейкьявик (ж);Стьярнан (ж);1;34
1;1;КР Рейкьявик (ж);Троттур Рейкьявик (ж);2;75
2;0;Коппарбергс/Гетеборг(ж);Юргорден (ж);1;2
0;0;Аделаида Кометс (ж);Аделаида Юнив. (ж);0;0
2;2;Чханнен (ж);Боун Сангму (ж);1;16
1;2;Сувон УДК (ж);Ред Энжелс (ж);2;9
5;4;Тепловые Сети;Потенциал Сибири;2;3
7;2;Бизон;УПАК-Центр;1;13
3;5;Элекор;Электрокоплектсервис;2;1
3;2;Максимум;Штурм;2;7
0;1;Запад 3;Динамо Ливинг Эир;2;6
4;1;Инстат;БХТ;1;15
3;1;Волат Капитал;Б-12 Минск;1;30
3;1;Лудогорец U19;Септември София U19;1;3
0;0;Иранджаван Бушер;Шахрдари Бам;0;0
2;3;Акранес ИА (ж);Аугнаблик (ж);1;6
