1;1;Кельн;Айнтрахт Франкфурт;2;45
1;1;Шальке-04;Унион Берлин;2;55
2;2;Оснабрюк U19;Динамо Дрезден U19;1;10
1;0;Арсенал Тула;Урал;1;36
3;1;ЦСКА;Динамо М;1;51
3;0;Ростов;Ахмат;1;24
0;2;Ротор Волгоград;Тамбов;2;57
0;0;Арсенал-Урал Панченко К;Джорджевич Л;0;0
0;0;ЦСКА-Динамо Влашич Н;Чалов Ф;0;0
1;0;ЦСКА-Динамо Эджуке Ч;Н'Жье К;0;0
0;0;Ростов-Ахмат Полоз Д;Мелкадзе Г;0;0
0;0;Rus. 4 матча. Хозяева;Гости;0;0
0;1;Лестер С;Астон Вилла;2;90
1;1;Шеффилд Юн;Фулхэм;2;77
1;1;Кристал Пэлас;Брайтон;1;19
3;3;Тоттенхэм;Вест Хэм Юн;1;1
0;2;Алавес;Эльче;2;39
2;0;Атлетик Бильбао;Леванте;1;68
0;3;Бетис;Реал Сосьедад;2;43
0;0;Эйбар;Осасуна;0;0
2;2;Уэска;Вальядолид;2;35
2;1;Вильярреал;Валенсия;1;6
3;4;Болонья;Сассуоло;1;9
5;2;Рома;Беневенто;2;5
2;2;Специя;Фиорентина;2;2
2;3;Торино;Кальяри;1;4
3;2;Удинезе;Парма;2;26
0;0;Белененсеш;Морейренше;0;0
3;3;Фаренсе;Фамаликан;1;4
2;1;Пасуш-Феррейра;Санта Клара;1;35
0;3;Риу-Аве;Бенфика;2;6
1;1;АЕК Афины;ПАОК;1;23
1;3;Лариса;Астерас Триполис;2;42
2;2;ОФИ;Панатинаикос;1;37
1;0;Райо Вальекано;Эспаньол;1;88
0;0;Мирандес;Мальорка;0;0
1;2;Сарагоса;Малага;2;14
1;0;Жирона;Овьедо;1;67
1;1;Спортинг Хихон;Тенерифе;1;65
2;2;Люцерн;Ст. Галлен;2;5
0;0;Сьон;Лозанна Спорт;0;0
2;0;Днепр-1;Десна Чернигов;1;2
4;3;ПФК Александрия;Ингулец Петрово;1;7
0;1;Олимпик Донецк;Ворскла Полтава;2;70
0;1;Престон Норт Энд;Кардифф С;2;52
1;4;Смолевичи-СТИ;Торпедо-БелАЗ;2;39
2;2;Ислочь;БАТЭ;1;19
0;1;Шахтер Солигорск;Динамо Минск;2;81
5;2;Динамо Брест;Рух Брест;1;4
2;1;Эрцгебирге Ауэ;Хайденхайм;1;54
0;2;Вюрцбург Киккерс;Хольштайн Киль;2;22
2;2;Фортуна Дюссельдорф;Регенсбург;2;1
1;0;Падерборн;Ганновер 96;1;26
2;1;Саарбрюккен;Унтерхахинг;2;60
0;1;Меппен;Виктория Кельн;2;51
2;3;голы Фиорентина;ЦСКА;0;0
3;0;голы Тоттенхэм;Лестер;0;0
4;1;голы Лилль;Вулверхэмптон;0;0
2;3;Гомельжелдортранс;Лида;1;18
1;3;Гранит Микашевичи;Ошмяны;2;20
1;0;Хоффенхайм (ж);Меппен (ж);1;89
0;0;Пусан Ай-Парк;Сувон Блюуингс;0;0
4;1;Чонбук;Кванджу;1;4
4;0;Похан Стилерс;Ульсан Хендай;1;4
3;4;Сувон С;Чуннам;1;1
0;1;Чоннам Асан;Ансан Гринерс;2;85
1;1;Анжер;Метц;1;38
4;0;Лилль;Ланс;1;11
