0;2;Шальке 04;Фрайбург;2;50
0;1;Хоффенхайм;Лейпциг;2;60
0;1;Арминия Билефельд;Аугсбург;2;85
2;1;Бавария;Вольфсбург;2;5
0;4;Кельн;Байер Леверкузен;2;8
2;0;Сочи;Динамо М;1;52
1;0;Ротор Волгоград;Арсенал Тула;1;81
1;0;Ротор В Арсе Фламарион;Панченко К;0;0
0;0;Ротор В Арсе Муллин К;Кангва Э;0;0
0;0;Сочи Динамо Нобоа К;Н'Жье К;0;0
3;1;Зенит С Петербург;Спартак М;1;8
1;1;Зенит Спарта Дзюба А;Азмун С;0;0
0;0;Зенит Спарта Понсе Э;Ларссон Дж;0;0
0;0;Rus. 8 матчей. Хозяева;Гости;0;0
1;1;Арсенал;Саутгемптон;2;18
5;2;Лидс Юн;Ньюкасл Юн;2;26
0;2;Лестер С;Эвертон;2;21
0;0;Фулхэм;Брайтон;0;0
2;1;Ливерпуль;Тоттенхэм;1;26
1;1;Вест Хэм Юн;Кристал Пэлас;2;34
2;1;Барселона;Реал Сосьедад;2;27
0;1;Барса Реал.С Брейтуэйт М К;Виллиан Жозе;0;0
0;0;Барса Реал.С Гризманн А;Янузай А;0;0
0;0;Барса Реал.С Месси Л;Португес К;0;0
1;1;Ювентус;Аталанта;1;29
0;0;Ювентус Атал Роналду К;Мората А;0;0
1;0;Ювентус Атал Кьеза Ф;Сапата Д;0;0
0;0;Ювентус Атал Маккенни У;Малиновский Р;0;0
1;1;Фиорентина;Сассуоло;2;13
2;2;Дженоа;Милан;1;47
1;0;Интер Милан;Наполи;1;73
0;0;Парма;Кальяри;0;0
2;2;Специя;Болонья;1;19
1;2;Верона;Сампдория;2;41
1;1;АЕК Афины;Олимпиакос Пирей;2;55
0;0;Люцерн;Цюрих;0;0
0;2;Базель;Янг Бойз Берн;2;12
0;0;Ст. Галлен;Лугано;0;0
2;0;Дерби Каунти;Суонси;1;4
1;0;Мидлсбро;Лутон Т;1;52
2;1;Блэкберн Роверс;Ротерхем Юн;2;61
3;2;Кардифф С;Бирмингем C;1;10
0;0;Ковентри С;Хаддерсфилд Т;0;0
1;2;Рединг;Норвич С;2;11
3;0;Фортуна Дюссельдорф;Оснабрюк;1;11
