0;0;Rus. 7 матчей. Хозяева;Гости;0;0
1;2;Тамбов;Ахмат;2;20
2;4;Арсенал Тула;Крылья Советов;1;8
1;0;Арсе Кр.Сов. Луценко Е;Ломовицкий А;0;0
2;1;Уотфорд;Норвич С;2;4
1;1;Арсенал;Лестер С;1;21
2;1;Валенсия;Вальядолид;1;30
1;1;Сельта;Атлетико Мадрид;2;1
2;1;Лечче;Лацио;2;5
4;2;Милан;Ювентус;2;47
3;3;Зеленые Береты;Белые розы;2;11
5;2;Синие Птицы;Желтые Тюльпаны;1;8
0;3;Красные Маки;Синие Птицы;2;12
4;4;Желтые Тюльпаны;Красные Маки;2;4
2;2;Желтые Тюльпаны;Синие Птицы;2;8
4;1;Синие Птицы;Красные Маки;1;7
2;2;Красные Маки;Желтые Тюльпаны;2;7
3;2;Синие Птицы;Желтые Тюльпаны;2;5
5;3;Красные Маки;Синие Птицы;1;8
5;3;Желтые Тюльпаны;Красные Маки;2;8
5;4;Рыжие лисы;Белые розы;1;8
3;3;Рыжие лисы;Зеленые Береты;2;1
5;4;Белые розы;Зеленые Береты;2;5
6;3;Белые розы;Рыжие лисы;2;6
2;3;Зеленые Береты;Рыжие лисы;2;12
1;0;Фуэнлабрада;Расинг Сантандер;1;63
1;0;Мирандес;Эльче;1;54
0;1;Эстремадура;Кадис;2;24
0;0;Spa. 3 матча. Хозяева;Гости;0;0
1;1;Ксамакс Невшатель;Цюрих;1;23
2;1;Лозанна Спортс;Кьяссо;1;8
1;4;Винтертур;Вадуц;2;9
2;3;Шаффхаузен;Виль;2;3
4;0;Грассхоппер;Стад Лозанна Уши;1;25
0;1;Ноттингем Форест;Фулхэм;2;45
1;1;Лутон Т;Барнсли;1;13
0;0;Рединг;Хаддерсфилд Т;0;0
2;3;Кардифф С;Блэкберн Роверс;1;14
2;0;Нюрнберг;Ингольштадт;1;22
1;2;Спутник;Академика Космос Минск;2;18
2;5;Дублин;Волат Капитал;2;27
1;3;голы Лацио;Челси;0;0
1;2;голы Арсенал Лондон;Валенсия;0;0
2;1;голы Ювентус;Атлетико Мадрид;0;0
2;2;АКК Минск;Девайс Минск;2;25
1;2;Зулте Варегем;Шарлеруа;1;9
2;2;Динамо Зугдиди;Мерани Мартвили;1;36
4;1;Железняне Подбрезова;Петржалка 1898;1;15
1;2;Златибор;Младост Лучани;2;6
3;1;Пролетер Нови Сад;Рад;1;24
4;2;СВ Розегг;Техельсберг;1;27
1;1;Рид 2;Андорф;2;12
5;1;СК Трейбах;Адмира Филлах;2;7
3;1;ЛКС Голешов;ЛКС Виктория Хазлах;1;31
5;1;Унион Гуртен;СВ Фрайбург/Пондорф;1;34
1;5;СПГ Мотц/Сильз;Телфс;2;16
3;3;Ст. Андра/Лав;Фекламаркт;1;11
2;3;Шварц Вайс Альштаден;Рот Вайс Мюльхайм;1;26
1;3;Манагуа;Хуниор Манагуа;2;2
3;0;Металлург Видное;Фалькон;1;32
0;0;ВИТ Джоржия;Арагви;0;0
4;0;Бергхайм;Унион Хенндорф;1;33
3;4;Вольфсберг Обертрубах;Фельдбах;1;14
1;2;АТУС Фельден;АСК Клагенфурт;1;14
1;2;Дом Обороны;Сладкийопт.рф;2;16
2;3;Дзержинец;МНТ Воронеж;2;8
6;0;Воронеж оил;ФК Бомбей;1;4
0;0;Spa. 10 матчей. Хозяева;Гости;0;0
5;1;Алашкерт;Лори;2;4
0;1;БАТЭ Борисов U19;Неман U19;2;4
4;0;Минск U19;Гомель U19;1;9
3;0;Шахтер Солигорск U19;Витебск U19;1;17
0;1;Легенда Минск;Газпром Минск;2;9
0;2;7 тонн;Строитель;2;14
5;1;Серволюкс Агро;Арсенал Могилев;1;23
2;2;Гомсельмаш;РУП Белоруснефть Особино;1;7
1;0;Черно Море Варна;Арда Карджали;1;1
