0;0;Rus. 8 матчей. Хозяева;Гости;0;0
0;0;Крылья Советов;Краснодар;0;0
1;3;Урал;Арсенал Тула;2;13
3;0;Спартак М;Ахмат;1;51
4;1;Зенит С-Петербург;Оренбург;1;2
1;0;Урал-Арсенал Бикфалви Э;Луценко Е;0;0
0;0;Спартак-Ахма Ларссон Дж;Понсе Э;0;0
0;0;Крылья С-Кра Глушенков М;Берг М;0;0
1;2;Зенит-Оренбу Дзюба А;Азмун С;0;0
0;0;Eng. 4 матча. Хозяева;Гости;0;0
1;1;Бернли;Вулверхэмптон;2;76
2;1;Манчестер С;Борнмут;1;6
1;3;Ньюкасл Юн;Тоттенхэм;2;27
2;1;Арсенал;Ливерпуль;2;20
3;1;Милан;Парма;2;44
1;1;Болонья;Наполи;2;7
3;0;Сампдория;Кальяри;1;8
1;3;Лечче;Фиорентина;2;6
2;1;Рома;Верона;1;10
3;3;Сассуоло;Ювентус;2;6
0;0;Удинезе;Лацио;0;0
0;0;Ita. 7 матчей. Хозяева;Гости;0;0
1;1;Сассуоло-Юве Берарди Д;Игуаин Г;0;0
1;0;Сассуоло-Юве Капуто Ф;Роналду К;0;0
2;3;Зеленые Береты;Красные Маки;2;14
4;4;Зеленые Береты;Желтые Тюльпаны;2;9
2;1;Красные Маки;Желтые Тюльпаны;2;9
1;3;Красные Маки;Зеленые Береты;2;5
1;5;Желтые Тюльпаны;Зеленые Береты;2;10
2;6;Желтые Тюльпаны;Красные Маки;1;12
5;5;Белые розы;Рыжие лисы;2;12
3;4;Белые розы;Синие Птицы;2;5
1;4;Рыжие лисы;Синие Птицы;2;5
1;5;Рыжие лисы;Белые розы;2;12
2;6;Синие Птицы;Белые розы;1;13
2;4;Синие Птицы;Рыжие лисы;2;7
2;2;Белые розы;Рыжие лисы;1;14
2;2;Белые розы;Синие Птицы;1;7
2;1;Рыжие лисы;Синие Птицы;1;10
1;1;Морейренше;Пасуш-Феррейра;1;36
1;1;Брага;Белененсеш;1;42
2;0;Порту;Спортинг Лиссабон;1;64
0;1;Арис Салоники;Панатинаикос;2;75
1;3;ОФИ;Олимпиакос Пирей;2;10
